WHO_REGION,UNICEF_REGION,WBINCOME_SHORT_STATUS,WHO_LEGAL_STATUS_TITLE,DEVELOPMENT_STATUS,COVAX_STATUS,COUNTRYNAME,ISO_3_CODE,MONTH_DESCRIPTION,PROCUREMENT_TYPE,MANUFACTURER_DESCRIPTION,VACCINE_NAME,TOTAL_DOSES
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,12000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,2066400
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,2217150
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Sinovac,Sinovac - CoronaVac,6619200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,1057600
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,2500000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,3500000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Colombia,COL,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,73958480
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,540000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,2174055
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,43200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,88800
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,40950
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Costa Rica,CRI,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,2887005
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,614000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,CanSino Biologicals,CanSino - Convidecia,800000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,4675125
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,13000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,336000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,420000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,101760
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,394950
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,DONATION,Sinovac,Sinovac - CoronaVac,1000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Ecuador,ECU,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,21341835
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,660000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,8000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,321600
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,403200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,1533870
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,300000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,304000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,363100
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,5000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,6500060
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,200000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Guatemala,GTM,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,18590830
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,100000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,55200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,100620
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,MULTILATERAL_AFRICAN,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,1900000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Jamaica,JAM,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,2211020
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,367200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,734400
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,6702930
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,36000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,148800
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,198900
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,503100
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Panama,PAN,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,8691330
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,1000000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Julphar,Julphar - Hayat-Vax,250000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,934400
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,39600
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,Bharat Biotech,Bharat - Covaxin,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,DONATION,Sinovac,Sinovac - CoronaVac,0
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Paraguay,PRY,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,2224000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-04-03T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,52800
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-04-03T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,SII - Covishield,50000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,307200
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,100000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,10000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,140400
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,51000
AMR,LACRO,Middle income,Member State,Developing,Self-financing,Suriname,SUR,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,608600
AMR,LACRO,Middle income,Member State,Least developed,AMC,Haiti,HTI,2022-04-03T23:00:00.000Z,COVAX_FACILITY,Vaxxinity Inc,Unknown Vaccine,
AMR,LACRO,Middle income,Member State,Least developed,AMC,Haiti,HTI,2022-11-11T00:00:00.000Z,COVAX_FACILITY,Moderna,Moderna - Spikevax,
AMR,LACRO,Middle income,Member State,Least developed,AMC,Haiti,HTI,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,250000
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,230000
AMR,LACRO,NA,Member State,Developing,Self-financing,Venezuela (Bolivarian Republic of),VEN,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,480000
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,108000
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,151200
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,528320
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,231718
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,582870
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,300000
EMR,ESARO,Low income,Member State,Least developed,AMC,Somalia,SOM,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,1902108
EMR,MENA,High income,Member State,Developing,Self-financing,Qatar,QAT,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,AstraZeneca,AstraZeneca - Vaxzevria,122400
EMR,MENA,High income,Member State,Developing,Self-financing,Qatar,QAT,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Moderna,Moderna - Spikevax,1999800
EMR,MENA,High income,Member State,Developing,Self-financing,Qatar,QAT,2022-11-11T00:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,3799965
EMR,MENA,High income,Member State,Developing,Self-financing,Qatar,QAT,2022-03-03T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,
EMR,MENA,High income,Member State,Developing,Self-financing,Qatar,QAT,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,5922165
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Julphar,Julphar - Hayat-Vax,
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Moderna,Moderna - Spikevax,
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,
EMR,MENA,High income,Member State,Developing,Self-financing,United Arab Emirates,ARE,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Serum Institute of India,SII - Covishield,
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,1995000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,100000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Sputnik-Light,250000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,7221640
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,203000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,COVAX_FACILITY,Sinovac,Chumakov - Covi-Vac,1356000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-06-05T23:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,203000
EMR,MENA,Low income,Member State,Developing,AMC,Syrian Arab Republic,SYR,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,11125640
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-06-05T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,360000
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,SII - Covishield,360000
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,151200
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Serum Institute of India,SII - Covishield,360000
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-09-08T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,356800
EMR,MENA,Low income,Member State,Least developed,AMC,Yemen,YEM,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,1228000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,90000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Bharat Biotech,Bharat - Covaxin,500000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,2000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,12000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,DOMESTIC,Instituto Finlay de Vacunas,Finlay - Soberana-02,8000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,DOMESTIC,Shifa Pharmed,Shifa - COVIran Barakat,50000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,DOMESTIC,Vaxine Pty Ltd,Vaxine-SpikoGen,6000000
EMR,MENA,Middle income,Member State,Developing,Self-financing,Iran (Islamic Republic of),IRN,2022-12-12T00:00:00.000Z,NR,NR,All vaccine types,168500000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,124000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,144000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,151200
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,700000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,Janssen Pharmaceuticals,Janssen - Ad26.COV 2-S,3312000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,DONATION,Serum Institute of India,SII - Covishield,968000
EMR,ROSA,Low income,Member State,Least developed,AMC,Afghanistan,AFG,2022-11-11T00:00:00.000Z,NR,NR,All vaccine types,5399200
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,CanSino Biologicals,CanSino - Convidecia,1659200
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,BILATERAL_AGREEMENT,Sinovac,Sinovac - CoronaVac,20550000
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-03-03T00:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,1220000
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,DONATION,Moderna,Moderna - Spikevax,
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,NR,NR,All vaccine types,34989200
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-04-03T23:00:00.000Z,OTHER,CanSino Biologicals,CanSino - Convidecia,60000
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,OTHER,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,12720000
EMR,ROSA,Middle income,Member State,Developing,AMC,Pakistan,PAK,2022-09-08T23:00:00.000Z,OTHER,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,60000
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,BILATERAL_AGREEMENT,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,1213290
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,COVAX_FACILITY,AstraZeneca,AstraZeneca - Vaxzevria,100800
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,COVAX_FACILITY,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,638820
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,10000
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,MULTILATERAL_EU,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,94770
EUR,,Middle income,Territory or Area,,AMC,Kosovo (in accordance with UN Security Council resolution 1244 (1999)),XKX,2022-10-09T23:00:00.000Z,NR,NR,All vaccine types,2057680
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-06-05T23:00:00.000Z,BILATERAL_AGREEMENT,Gamaleya Research Institute,Gamaleya - Gam-Covid-Vac,80000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-07-06T23:00:00.000Z,BILATERAL_AGREEMENT,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,1100000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-08-07T23:00:00.000Z,COVAX_FACILITY,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,44400
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-08-07T23:00:00.000Z,DOMESTIC,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,1250000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-07-06T23:00:00.000Z,DONATION,AstraZeneca,AstraZeneca - Vaxzevria,40000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-07-06T23:00:00.000Z,DONATION,Beijing Bio-Institute Biological Products (CNBG),Beijing CNBG - BBIBP-CorV,150000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-09-08T23:00:00.000Z,DONATION,Sinovac,Sinovac - CoronaVac,150000
EUR,CEE-CIS,Middle income,Member State,Economy in transition,AMC,Kyrgyzstan,KGZ,2022-10-09T23:00:00.000Z,DONATION,Pfizer BioNTech,Pfizer BioNTech - Comirnaty,259740
